Depth,GR,RHOB,Vel
1999.68,36.2,2.558,5576
1999.83,36.02,2.563,5705
1999.98,37.17,2.592,5806
2000.13,37.9,2.623,5754
2000.29,39.5,2.629,5737
2000.44,39.84,2.622,5822
2000.59,41.05,2.607,5962
2000.74,43.84,2.62,6110
2000.9,45.1,2.652,6225
2001.05,45.26,2.687,6245
2001.2,42.58,2.703,6244
2001.35,38.66,2.704,6185
2001.51,34.48,2.71,6146
2001.66,30.32,2.72,6126
2001.81,29.08,2.725,6145
2001.96,30.44,2.705,6164
2002.12,33.5,2.683,6163
2002.27,34.36,2.647,6182
2002.42,33.25,2.632,6086
2002.57,31.38,2.64,5993
2002.73,30.66,2.65,5921
2002.88,33.83,2.661,5850
2003.03,38.1,2.665,5764
2003.18,40.95,2.655,5664
2003.34,42.8,2.646,5536
2003.49,41.85,2.642,5355
2003.64,39.46,2.627,5105
2003.79,38.37,2.582,5026
2003.94,38.17,2.531,5091
2004.1,38.44,2.519,5198
2004.25,39.96,2.541,5325
2004.4,43.62,2.568,5442
2004.55,48.84,2.59,5549
2004.71,52.38,2.601,5612
2004.86,51,2.612,5628
2005.01,48.07,2.628,5659
2005.16,48.19,2.647,5692
2005.32,50.2,2.65,5741
2005.47,52.19,2.643,5809
2005.62,51.85,2.638,5895
2005.77,48.01,2.628,6003
2005.93,40.79,2.651,6095
2006.08,32.84,2.688,6230
2006.23,29.49,2.688,6309
2006.38,30.96,2.673,6349
2006.54,30.91,2.676,6411
2006.69,30.79,2.69,6389
2006.84,30.35,2.703,6287
2006.99,29.95,2.684,6227
2007.15,30.63,2.648,6168
2007.3,29.8,2.648,6167
2007.45,27.28,2.677,6225
2007.6,23.2,2.689,6245
2007.75,20.63,2.675,6284
2007.91,21.76,2.667,6324
2008.06,23.57,2.684,6406
2008.21,24.23,2.706,6343
2008.36,25.25,2.708,6242
2008.52,28.07,2.695,6144
2008.67,28.7,2.678,6068
2008.82,27.23,2.714,6087
2008.97,26.32,2.735,6105
2009.13,26.02,2.682,6067
2009.28,25.64,2.598,5993
2009.43,24.94,2.534,5867
2009.58,25.03,2.529,5798
2009.74,26.26,2.572,5884
2009.89,26.47,2.614,6009
2010.04,26.2,2.624,6159
2010.19,25.13,2.651,6378
2010.35,24.08,2.695,6526
2010.5,23.72,2.728,6635
2010.65,24.56,2.737,6657
2010.8,26.32,2.711,6568
2010.96,27.7,2.675,6294
2011.11,28.62,2.628,6080
2011.26,31.28,2.551,5933
2011.41,36.03,2.511,5845
2011.56,40.03,2.549,5914
2011.72,38.26,2.624,6116
2011.87,35.12,2.688,6252
2012.02,33.43,2.702,6393
2012.17,31.59,2.674,6311
2012.33,29.96,2.663,6230
2012.48,30.15,2.666,6095
2012.63,30.89,2.656,5929
2012.78,30.89,2.626,5858
2012.94,30.9,2.602,5946
2013.09,30.91,2.595,6074
2013.24,30.92,2.623,6208
2013.39,31.06,2.674,6267
2013.55,32.47,2.717,6286
2013.7,36.52,2.747,6306
2013.85,39.7,2.763,6306
2014,40.2,2.767,6285
2014.16,38.28,2.754,6166
2014.31,37.75,2.734,6034
2014.46,39.53,2.719,5924
2014.61,40.89,2.703,5853
2014.77,40.27,2.679,5784
2014.92,37.23,2.653,5818
2015.07,34.03,2.63,5923
2015.22,33.03,2.608,6050
2015.37,34.44,2.601,6106
2015.53,38.1,2.618,6067
2015.68,42.53,2.644,6011
2015.83,53.54,2.661,5975
2015.98,63.3,2.668,5992
2016.14,62.15,2.688,6047
2016.29,53.37,2.695,6141
2016.44,43.45,2.678,6198
2016.59,36.53,2.624,6237
2016.75,32.06,2.576,6297
2016.9,29.36,2.608,6296
2017.05,29.45,2.685,6316
2017.2,29.53,2.755,6336
2017.36,27.98,2.733,6356
2017.51,26.63,2.661,6376
2017.66,29.48,2.576,6396
2017.81,37.78,2.54,6396
2017.97,46.94,2.58,6374
2018.12,45.67,2.632,6353
2018.27,38.86,2.678,6232
2018.42,35.66,2.696,5985
2018.58,35.47,2.69,5791
2018.73,36.02,2.665,5642
2018.88,36,2.624,5577
2019.03,34.73,2.584,5499
2019.18,31.72,2.561,5438
2019.34,29.54,2.541,5393
2019.49,28.35,2.534,5363
2019.64,30.08,2.534,5334
2019.79,31.05,2.537,5348
2019.95,30.98,2.544,5436
2020.1,33.34,2.547,5512
2020.25,37.01,2.556,5638
2020.4,38.79,2.57,5770
2020.56,37.36,2.59,5838
2020.71,33.88,2.618,5786
2020.86,30.58,2.635,5735
2021.01,28.53,2.623,5685
2021.17,28.33,2.602,5636
2021.32,30.06,2.608,5603
2021.47,32.8,2.627,5571
2021.62,35.86,2.625,5524
2021.78,39.18,2.616,5508
2021.93,41,2.602,5462
2022.08,40.96,2.595,5431
2022.23,40.63,2.586,5386
2022.39,39.75,2.595,5328
2022.54,37.57,2.606,5299
2022.69,33.59,2.555,5270
2022.84,30.63,2.467,5270
2022.99,29.88,2.418,5284
2023.15,29.66,2.457,5312
2023.3,29.17,2.541,5340
2023.45,28.35,2.591,5384
2023.6,27.29,2.596,5428
2023.76,25.73,2.579,5458
2023.91,24.38,2.576,5503
2024.06,25.94,2.592,5565
2024.21,29.59,2.598,5644
2024.37,32.43,2.602,5760
2024.52,33.77,2.621,5879
2024.67,34.87,2.657,5968
2024.82,34.33,2.656,5826
2024.98,31.71,2.606,5659
2025.13,29.32,2.546,5500
2025.28,28.62,2.529,5424
2025.43,29.39,2.558,5454
2025.59,31.74,2.593,5546
2025.74,34.38,2.605,5624
2025.89,35.32,2.596,5393
2026.04,36.51,2.578,5221
2026.2,40.97,2.558,5166
2026.35,47.44,2.537,5152
2026.5,49.44,2.526,5098
2026.65,44.42,2.527,4995
2026.8,38.91,2.542,4895
2026.96,36.73,2.558,4944
2027.11,36.32,2.557,5045
2027.26,37.24,2.55,5232
2027.41,38.5,2.537,5390
2027.57,37.49,2.534,5572
2027.72,35.44,2.549,5751
2027.87,33.68,2.58,5906
2028.02,33.25,2.619,6014
2028.18,32.52,2.644,6032
2028.33,30.26,2.648,6031
2028.48,28.61,2.658,6012
2028.63,28.46,2.665,5993
2028.79,28.94,2.652,5957
2028.94,29.93,2.637,5903
2029.09,31.35,2.662,5815
2029.24,30.8,2.698,5616
2029.4,28.7,2.701,5430
2029.55,26.99,2.672,5414
2029.7,26.25,2.633,5696
2029.85,28.11,2.624,6101
2030.01,30.33,2.66,6337
2030.16,29.94,2.701,6482
2030.31,27.92,2.739,6503
2030.46,26.49,2.755,6397
2030.61,26.58,2.747,6294
2030.77,27.95,2.748,6254
2030.92,28.52,2.729,6273
2031.07,28.32,2.706,6313
2031.22,28.59,2.705,6333
2031.38,29.33,2.713,6394
2031.53,31.06,2.726,6415
2031.68,30.93,2.738,6456
2031.83,28.44,2.741,6498
2031.99,25.11,2.741,6498
2032.14,23.06,2.741,6497
2032.29,23.28,2.74,6412
2032.44,25.01,2.73,6249
2032.6,25.15,2.728,6131
2032.75,25.08,2.743,6019
2032.9,24.95,2.75,5982
2033.05,21.96,2.702,6018
2033.21,20.39,2.66,6073
2033.36,22.27,2.655,6110
2033.51,25.74,2.669,6167
2033.66,28.43,2.682,6186
2033.82,29.56,2.691,6225
2033.97,29.88,2.703,6264
2034.12,29.1,2.71,6284
2034.27,27.84,2.717,6303
2034.42,28.24,2.718,6323
2034.58,30.54,2.716,6302
2034.73,33.36,2.727,6242
2034.88,35.4,2.752,6144
2035.03,36.94,2.749,6031
2035.19,38.2,2.719,5957
2035.34,39.01,2.692,5939
2035.49,38.55,2.677,6011
2035.64,37.15,2.678,6029
2035.8,35.49,2.685,6084
2035.95,32.97,2.683,6065
2036.1,29.93,2.677,5883
2036.25,28.33,2.671,5663
2036.41,30.22,2.658,5474
2036.56,34.24,2.623,5354
2036.71,35.98,2.562,5240
2036.86,35.76,2.518,5131
2037.02,35.27,2.514,5253
2037.17,34.31,2.539,5397
2037.32,32.89,2.583,5518
2037.47,31.52,2.599,5612
2037.63,31.27,2.581,5580
2037.78,32.27,2.559,5337
2037.93,31.98,2.554,5294
2038.08,32.31,2.584,5455
2038.23,33.67,2.634,5594
2038.39,34.22,2.671,5724
2038.54,33.81,2.697,5842
2038.69,33.14,2.72,5842
2038.84,33.6,2.727,5689
2039,35.3,2.717,5529
2039.15,37.15,2.699,5407
2039.3,38.02,2.62,5705
2039.45,37.87,2.56,5910
2039.61,36.89,2.565,5622
2039.76,35.49,2.595,5638
2039.91,33.44,2.622,5670
2040.06,32.17,2.645,5719
2040.22,31.82,2.682,5736
2040.37,31.23,2.722,5769
2040.52,31.05,2.722,5768
2040.67,31.82,2.703,5718
2040.83,33,2.703,5701
2040.98,34.44,2.708,5651
2041.13,36.74,2.706,5587
2041.28,38.91,2.694,5602
2041.44,38.73,2.684,5733
2041.59,36.05,2.691,5851
2041.74,34.24,2.707,5904
2041.89,33.65,2.709,5921
2042.04,32.17,2.703,5885
2042.2,30.2,2.707,5731
2042.35,30.16,2.705,5849
2042.5,31.44,2.713,6046
2042.65,32.23,2.73,6318
2042.81,32.97,2.73,6484
2042.96,33.78,2.731,6483
2043.11,34.62,2.757,6419
2043.26,35.18,2.769,6336
2043.42,34.12,2.737,6275
2043.57,31.36,2.701,6196
2043.72,28.09,2.696,6137
2043.87,28.47,2.707,6118
2044.03,31.5,2.704,6117
2044.18,33.14,2.695,6098
2044.33,30.72,2.687,6103
2044.48,27.5,2.686,6116
2044.64,24.72,2.701,6116
2044.79,22.78,2.708,6115
2044.94,24.04,2.701,6077
2045.09,26.73,2.702,6021
2045.25,27.49,2.701,5930
2045.4,26.15,2.703,5911
2045.55,25.78,2.703,5929
2045.7,28.69,2.696,5982
2045.85,32.29,2.69,6056
2046.01,33.68,2.695,6074
2046.16,33.66,2.705,6111
2046.31,33.04,2.71,6130
2046.46,32.5,2.711,6168
2046.62,32.93,2.713,6187
2046.77,34.14,2.709,6186
2046.92,35.68,2.702,6166
2047.07,36.02,2.682,6127
2047.23,34.94,2.661,6089
2047.38,33.02,2.652,6033
2047.53,32.94,2.654,5977
2047.68,35.23,2.657,5941
2047.84,36.98,2.665,5995
2047.99,37.79,2.675,6106
2048.14,38.24,2.679,6182
2048.29,38.61,2.691,6124
2048.45,38.57,2.702,6048
2048.6,36.8,2.702,5938
2048.75,33.48,2.698,5902
2048.9,29.74,2.696,5884
2049.06,26,2.692,5884
2049.21,23.82,2.678,5866
2049.36,25.37,2.658,5866
2049.51,28.11,2.677,5848
2049.66,28.92,2.702,5865
2049.82,28.82,2.7,5882
2049.97,29.35,2.644,5917
2050.12,30.17,2.595,5970
2050.27,31.14,2.593,5970
2050.43,32.32,2.61,5951
2050.58,33.24,2.625,5828
2050.73,31.21,2.611,5692
2050.88,28.17,2.583,5486
2051.04,25.81,2.551,5224
2051.19,26.5,2.519,5036
2051.34,28.23,2.507,4923
2051.49,29.88,2.522,5023
2051.65,30.51,2.556,5154
2051.8,29.84,2.597,5264
2051.95,29.37,2.618,5378
2052.1,29.7,2.622,5468
2052.26,32.21,2.626,5513
2052.41,34.4,2.608,5575
2052.56,35.22,2.551,5591
2052.71,35.8,2.467,5591
2052.87,36.4,2.431,5606
2053.02,37.24,2.47,5638
2053.17,38.19,2.536,5637
2053.32,38.22,2.61,5621
2053.47,37.66,2.651,5557
2053.63,36.93,2.659,5464
2053.78,36.01,2.659,5404
2053.93,35.21,2.633,5374
2054.08,34.51,2.592,5389
2054.24,34.08,2.554,5373
2054.39,33.72,2.55,5329
2054.54,33.26,2.554,5272
2054.69,32.15,2.551,5202
2054.85,28.82,2.544,5134
2055,26.1,2.54,5055
2055.15,26.11,2.545,4990
2055.3,28.49,2.529,4990
2055.46,34.88,2.5,5002
2055.61,41.34,2.467,5079
2055.76,44.34,2.463,5173
2055.91,43.25,2.49,5255
2056.07,37.89,2.518,5326
2056.22,32.82,2.532,5443
2056.37,29.18,2.543,5598
2056.52,26.35,2.566,5744
2056.68,25.17,2.602,5881
2056.83,24.97,2.642,5952
2056.98,24.97,2.669,5760
2057.13,24.85,2.668,5612
2057.28,26.98,2.614,5411
2057.44,29.14,2.526,5196
2057.59,28.91,2.437,5024
2057.74,26.42,2.348,4815
2057.89,24.13,2.296,4711
2058.05,24.93,2.29,4814
2058.2,26.89,2.296,5010
2058.35,27.62,2.318,4946
2058.5,27.11,2.356,4837
2058.66,26.18,2.377,4958
2058.81,25.38,2.388,5467
2058.96,25.34,2.435,5823
2059.11,26.21,2.513,6093
2059.27,27.39,2.584,6149
2059.42,27.91,2.644,6227
2059.57,28.18,2.688,6408
2059.72,28.53,2.713,6557
2059.88,28.77,2.718,6167
2060.03,28.75,2.702,5686
2060.18,28.26,2.671,5557
2060.33,27.44,2.632,5734
2060.49,26.38,2.61,6108
2060.64,25.21,2.625,6343
2060.79,23.92,2.678,6302
2060.94,25.13,2.71,6013
2061.09,27.77,2.694,5869
2061.25,29.1,2.657,5904
2061.4,28.51,2.646,6030
2061.55,28.18,2.671,6104
2061.7,30.2,2.688,6048
2061.86,32.6,2.689,5938
2062.01,34.35,2.669,5902
2062.16,35.35,2.648,5866
2062.31,35.56,2.637,5866
2062.47,36.35,2.618,5866
2062.62,38.16,2.602,5779
2062.77,40.67,2.596,5598
2062.92,42.57,2.597,5354
2063.08,42.97,2.592,5185
2063.23,42.35,2.585,4987
2063.38,39.99,2.566,4793
2063.53,36.35,2.529,4679
2063.69,32.61,2.49,4634
2063.84,32.52,2.452,4746
2063.99,34.03,2.424,4851
2064.14,32.43,2.408,4678
2064.3,30.72,2.413,4527
2064.45,31.69,2.418,4475
2064.6,34.33,2.411,4558
2064.75,36.08,2.414,4959
2064.9,34.96,2.448,5593
2065.06,35.13,2.498,5841
2065.21,38.92,2.55,5545
2065.36,41.76,2.589,5249
2065.51,42.16,2.583,5193
2065.67,39.46,2.555,5407
2065.82,37.51,2.534,5179
2065.97,38.15,2.522,5376
2066.12,36.36,2.514,5219
2066.28,31.47,2.51,5045
2066.43,27.41,2.538,5178
2066.58,27.22,2.602,5232
2066.73,29.1,2.64,5331
2066.89,30.59,2.598,5404
2067.04,32.03,2.563,5464
2067.19,33.42,2.574,5525
2067.34,34.08,2.616,5540
2067.5,33.02,2.635,5447
2067.65,30.78,2.634,5447
2067.8,29.88,2.629,5492
2067.95,30.39,2.627,5585
2068.11,30.24,2.628,5665
2068.26,28.51,2.619,5714
2068.41,27.31,2.604,5584
2068.56,28.26,2.582,5475
2068.71,29.75,2.568,5415
2068.87,31.06,2.582,5370
2069.02,30.25,2.579,5355
2069.17,28.6,2.579,5384
2069.32,28.06,2.571,5458
2069.48,27.05,2.572,5519
2069.63,24.9,2.59,5597
2069.78,22.72,2.598,5661
2069.93,22.28,2.637,5710
2070.09,24.56,2.689,5730
2070.24,25.87,2.709,5776
2070.39,27.49,2.701,5776
2070.54,28.17,2.694,5775
2070.7,29.12,2.681,5775
2070.85,29.86,2.664,5741
2071,29.45,2.655,5707
2071.15,28.93,2.638,5658
2071.31,27.35,2.627,5641
2071.46,24.99,2.633,5625
2071.61,24.77,2.632,5577
2071.76,23.94,2.631,5514
2071.92,24.13,2.628,5349
2072.07,25.81,2.603,5221
2072.22,25.19,2.573,5166
2072.37,25.54,2.559,5165
2072.52,25.31,2.559,5261
2072.68,25.42,2.577,5450
2072.83,27.04,2.599,5686
2072.98,28.07,2.618,5872
2073.13,28.39,2.66,6034
2073.29,28.39,2.693,6146
2073.44,28.27,2.72,6204
2073.59,28.18,2.753,6223
2073.74,28.18,2.771,6203
2073.9,28.19,2.771,6164
2074.05,28.33,2.75,5976
2074.2,28.83,2.745,5834
2074.35,29.41,2.748,5699
2074.51,30.54,2.722,5633
2074.66,32.84,2.692,5522
2074.81,35.27,2.678,5446
2074.96,37.26,2.648,5400
2075.12,39.01,2.616,5385
2075.27,39.22,2.626,5356
2075.42,37.25,2.664,5385
2075.57,37.84,2.689,5444
2075.73,38.39,2.693,5551
2075.88,36.23,2.698,5695
2076.03,34.19,2.704,5882
2076.18,34.25,2.697,6025
2076.33,36.05,2.675,5952
2076.49,36.08,2.664,5846
2076.64,33.15,2.673,5760
2076.79,31,2.685,5742
2076.94,31.08,2.698,5725
2077.1,33.88,2.713,5709
2077.25,36,2.724,5741
2077.4,37.8,2.721,5758
2077.55,37.34,2.717,5791
2077.71,35.1,2.705,5825
2077.86,33.97,2.685,5825
2078.01,34.6,2.657,5824
2078.16,36.23,2.646,5824
2078.32,37.51,2.673,5806
2078.47,39.08,2.715,5755
2078.62,41.09,2.729,5623
2078.77,43.34,2.714,5528
2078.93,42.21,2.705,5622
2079.08,37.18,2.704,5839
2079.23,33.26,2.697,6091
2079.38,33.53,2.687,6245
2079.54,37.31,2.695,6186
2079.69,39.64,2.722,6034
2079.84,38.84,2.738,5872
2079.99,36.03,2.735,5636
2080.14,32.81,2.702,5494
2080.3,31.7,2.651,5556
2080.45,32.6,2.613,5684
2080.6,34.01,2.621,5750
2080.75,35.55,2.644,5766
2080.91,36.29,2.652,5699
2081.06,34.73,2.643,5617
2081.21,32.32,2.615,5538
2081.36,31.13,2.591,5386
2081.52,31.32,2.572,5270
2081.67,32.16,2.553,5242
2081.82,33.11,2.536,5429
2081.97,34.05,2.564,5615
2082.13,34.87,2.624,5796
2082.28,34.14,2.652,5936
2082.43,35.03,2.66,6026
2082.58,49.06,2.647,5566
2082.74,78.43,2.577,5457
2082.89,96.42,2.475,5503
2083.04,91.39,2.4,5693
2083.19,68.93,2.443,5898
2083.35,39.04,2.573,6155
2083.5,21.7,2.674,6213
2083.65,18.64,2.708,6155
2083.8,18.86,2.716,6097
2083.95,18.87,2.714,6040
2084.11,19.66,2.693,5985
2084.26,22.51,2.659,5877
2084.41,25.85,2.617,5690
2084.56,26.45,2.579,5499
2084.72,24.11,2.557,5249
2084.87,22.53,2.541,5086
2085.02,23.61,2.526,4996
2085.17,25.99,2.514,4933
2085.33,27.27,2.502,4896
2085.48,26.34,2.486,4883
2085.63,24.21,2.464,4907
2085.78,22.66,2.452,4969
2085.94,23.55,2.48,5071
2086.09,25.64,2.533,5205
2086.24,25.63,2.59,5419
2086.39,24.51,2.638,5541
2086.55,25.33,2.67,5668
2086.7,26.4,2.675,5785
2086.85,24.82,2.643,5870
2087,24,2.63,5923
2087.16,25.47,2.63,5940
2087.31,25.92,2.627,5958
2087.46,24.57,2.63,5976
2087.61,24,2.637,5993
2087.76,24.35,2.636,5993
2087.92,24.07,2.623,5956
2088.07,22.59,2.624,5938
2088.22,20.62,2.641,5920
2088.37,19.28,2.658,5884
2088.53,18.87,2.669,5848
2088.68,19.38,2.662,5796
2088.83,20.46,2.652,5679
2088.98,20.74,2.646,5598
2089.14,20.8,2.63,5582
2089.29,21.41,2.62,5597
2089.44,21.21,2.621,5613
2089.59,19.75,2.626,5645
2089.75,19.06,2.622,5596
2089.9,19.04,2.612,5517
2090.05,18.95,2.61,5471
2090.2,19.09,2.615,5410
2090.36,19.59,2.621,5455
2090.51,21.08,2.62,5547
2090.66,23.98,2.614,5658
2090.81,27.25,2.632,5791
2090.97,30.17,2.675,5877
2091.12,32.86,2.691,5947
2091.27,34.01,2.675,6038
2091.42,32.98,2.67,6113
2091.57,31.63,2.695,6151
2091.73,32.13,2.72,6018
2091.88,33.52,2.709,5840
2092.03,32.09,2.687,5655
2092.18,28.72,2.655,5527
2092.34,26.35,2.63,5450
2092.49,26.55,2.625,5361
2092.64,28.46,2.633,5346
2092.79,30.05,2.643,5360
2092.95,30.84,2.642,5464
2093.1,28.58,2.622,5556
2093.25,24.66,2.589,5668
2093.4,23.63,2.586,5784
2093.56,23.27,2.609,5853
2093.71,21.87,2.641,5922
2093.86,22.3,2.666,5904
2094.01,21.83,2.662,5782
2094.17,21.97,2.657,5649
2094.32,22.79,2.641,5553
2094.47,24.99,2.614,5537
2094.62,29.87,2.6,5648
2094.78,33.75,2.626,5730
2094.93,33.47,2.669,5713
2095.08,29.07,2.678,5729
2095.23,24.13,2.665,5796
2095.38,23.7,2.66,5918
2095.54,23.94,2.665,6008
2095.69,22.57,2.67,6063
2095.84,21.93,2.677,6119
2095.99,23.01,2.687,6081
2096.15,26.04,2.684,6080
2096.3,29.8,2.679,6080
2096.45,34.99,2.685,6079
2096.6,40.93,2.698,6117
2096.76,45.77,2.709,6135
2096.91,49.09,2.748,6140
2097.06,48.68,2.77,6192
2097.21,43.27,2.736,6211
2097.37,36.43,2.7,6231
2097.52,31.02,2.706,6230
2097.67,27.25,2.75,6249
2097.82,24.34,2.774,6229
2097.98,23.24,2.758,6209
2098.13,24.13,2.733,6189
2098.28,26.46,2.742,6131
2098.43,30.04,2.786,6092
2098.59,32.59,2.812,6055
2098.74,32.7,2.751,6036
2098.89,30.47,2.688,5998
2099.04,27.2,2.684,6035
2099.19,24.97,2.696,6053
2099.35,25.91,2.703,6034
2099.5,27.43,2.71,6033
2099.65,26.21,2.717,6052
2099.8,24.94,2.713,6070
2099.96,23.74,2.709,6150
2100.11,24.81,2.712,6188
2100.26,24.55,2.741,6227
2100.41,24.92,2.768,6266
2100.57,24.3,2.772,6246
2100.72,24.33,2.765,6149
2100.87,24.59,2.757,6036
2101.02,22.09,2.751,5963
2101.18,19.75,2.739,5963
2101.33,18.92,2.742,6017
2101.48,18.41,2.763,6110
2101.63,18.91,2.765,6225
2101.79,21.32,2.756,6345
2101.94,24.35,2.752,6469
2102.09,25.05,2.735,6385
2102.24,24.67,2.719,6166
2102.4,25.55,2.72,5997
2102.55,26.83,2.711,5872
2102.7,26.18,2.69,5820
2102.85,22.78,2.666,5872
2103,21.86,2.64,5871
2103.16,22.95,2.62,5854
2103.31,23.81,2.616,5751
2103.46,23.42,2.626,5573
2103.61,23.22,2.646,5390
2103.77,24.29,2.648,5289
2103.92,24.55,2.611,5303
2104.07,25.12,2.568,5375
2104.22,25.1,2.559,5479
2104.38,24.71,2.591,5603
2104.53,25.21,2.614,5733
2104.68,26.95,2.612,5869
2104.83,28.74,2.588,5993
2104.99,29.39,2.566,6067
2105.14,29.88,2.585,6085
2105.29,44.39,2.635,6048
2105.44,85.8,2.626,5231
2105.6,135.04,2.493,4545
2105.75,162.05,2.298,4620
2105.9,155.5,2.219,4882
2106.05,124.77,2.295,5492
2106.21,86.81,2.432,5920
2106.36,48.39,2.522,5665
2106.51,28.04,2.547,5372
2106.66,24.13,2.537,5258
2106.81,21.31,2.517,5230
2106.97,19.71,2.517,5216
2107.12,19.76,2.496,5202
2107.27,20.1,2.463,5202
2107.42,19.69,2.45,5174
2107.58,19.02,2.451,5134
2107.73,18.43,2.467,5120
2107.88,17.99,2.484,5201
2108.03,18.45,2.499,5356
2108.19,23.15,2.524,5536
2108.34,28.09,2.57,5662
2108.49,30.89,2.612,5728
2108.64,33.69,2.638,5778
2108.8,36.1,2.639,5777
2108.95,37.43,2.648,5727
2109.1,34.24,2.654,5613
2109.25,29.76,2.633,5534
2109.41,26.98,2.619,5458
2109.56,23.77,2.602,5354
2109.71,21.34,2.576,5311
2109.86,21.76,2.558,5354
2110.02,23.76,2.539,5412
2110.17,25.09,2.531,5472
2110.32,26.05,2.554,5517
2110.47,27.61,2.598,5564
2110.62,28.31,2.619,5595
2110.78,27.95,2.614,5611
2110.93,28.65,2.606,5659
2111.08,29.9,2.599,5724
2111.23,30.58,2.603,5860
2111.39,30.53,2.631,5965
2111.54,29.67,2.682,6057
2111.69,28.38,2.723,6001
2111.84,27.63,2.738,5859
2112,27.97,2.72,5706
2112.15,28.95,2.685,5546
2112.3,30.34,2.663,5424
2112.45,32.21,2.643,5350
2112.61,33.79,2.617,5293
2112.76,34.57,2.579,5237
2112.91,31.41,2.545,5209
2113.06,26.13,2.547,5181
2113.22,22.76,2.554,5209
2113.37,21.47,2.544,5250
2113.52,21.78,2.527,5320
2113.67,23.11,2.523,5407
2113.83,25,2.538,5467
2113.98,26.2,2.55,5559
2114.13,24.98,2.544,5638
2114.28,22.42,2.55,5703
2114.43,20.11,2.555,5736
2114.59,19.83,2.553,5719
2114.74,21.13,2.547,5637
2114.89,22.02,2.571,5512
2115.04,22.36,2.58,5304
2115.2,22.59,2.549,4958
2115.35,21.66,2.515,4600
2115.5,19.93,2.481,4435
2115.65,19.86,2.467,4435
2115.81,21.8,2.47,4665
2115.96,23.2,2.498,5085
2116.11,22.77,2.566,5734
2116.26,21.73,2.64,5870
2116.42,21.71,2.691,5870
2116.57,21.38,2.71,5835
2116.72,20.34,2.707,5766
2116.87,20.06,2.694,5700
2117.03,20.56,2.684,5651
2117.18,21.91,2.685,5602
2117.33,24.82,2.704,5571
2117.48,29.94,2.728,5539
2117.64,37.81,2.737,5570
2117.79,43.3,2.737,5586
2117.94,40.81,2.741,5649
2118.09,32.72,2.743,5731
2118.24,27.16,2.733,5832
2118.4,26.93,2.717,5902
2118.55,30.26,2.715,5798
2118.7,31.68,2.706,5714
2118.85,29.35,2.692,5616
2119.01,26.87,2.677,5522
2119.16,26.43,2.649,5401
2119.31,26.61,2.621,5285
2119.46,25.08,2.608,5271
2119.62,23.56,2.586,5313
2119.77,25.07,2.577,5400
2119.92,26.26,2.575,5505
2120.07,25.41,2.579,5598
2120.23,23.21,2.604,5695
2120.38,21.35,2.629,5761
2120.53,24.05,2.665,5846
2120.68,29.14,2.673,5916
2120.84,32.51,2.668,5987
2120.99,32.89,2.684,6061
2121.14,30.95,2.708,6098
2121.29,30.08,2.713,6116
2121.45,30.29,2.702,6116
2121.6,29.51,2.687,6116
2121.75,25.65,2.676,6135
2121.9,23.19,2.68,6134
2122.05,24.73,2.702,6134
2122.21,24.83,2.712,6115
2122.36,22.97,2.705,6096
2122.51,22.66,2.701,6077
2122.66,25.03,2.705,6040
2122.82,28.4,2.747,5966
2122.97,30.37,2.738,5860
2123.12,31.05,2.672,5774
2123.27,29.7,2.59,5658
2123.43,25.86,2.571,5531
2123.58,22.76,2.617,5381
2123.73,21.15,2.631,5197
2123.88,20.41,2.6,5103
2124.04,20.05,2.575,5116
2124.19,19.71,2.558,5265
2124.34,19.61,2.553,5454
2124.49,20,2.585,5641
2124.65,21.88,2.638,5772
2124.8,24.55,2.7,5823
2124.95,26.21,2.725,5840
2125.1,27.27,2.705,5822
2125.26,29.92,2.685,5705
2125.41,34.69,2.676,5468
2125.56,37.65,2.681,5264
2125.71,34.44,2.685,5101
2125.86,27.52,2.671,4947
2126.02,22.62,2.639,4780
2126.17,22.19,2.614,4678
2126.32,21.88,2.604,4580
2126.47,21.83,2.584,4517
2126.63,20.77,2.559,4496
2126.78,20.86,2.544,4486
2126.93,23.82,2.544,4476
2127.08,26.04,2.56,4476
2127.24,26.8,2.578,4465
2127.39,27.03,2.593,4435
2127.54,27.4,2.605,4415
2127.69,28,2.61,4395
2127.85,28.44,2.601,4395
2128,28.03,2.582,4425
2128.15,26.71,2.564,4495
2128.3,25.47,2.565,4547
2128.46,24.93,2.589,4632
2128.61,25.87,2.615,4664
2128.76,27.74,2.616,4653
2128.91,29.09,2.589,4642
2129.07,29.76,2.566,4708
2129.22,30.88,2.563,4823
2129.37,32.52,2.579,4871
2129.52,33.76,2.614,4895
2129.67,32.62,2.651,4894
2129.83,32.03,2.665,4919
2129.98,31.65,2.682,4968
2130.13,31.18,2.702,5109
2130.28,32.04,2.718,5373
2130.44,31.79,2.731,5585
2130.59,30.91,2.714,5747
2130.74,30.18,2.688,5832
2130.89,29.12,2.69,5763
2131.05,27.83,2.707,5664
2131.2,26.43,2.719,5552
2131.35,25.04,2.709,5475
2131.5,24.68,2.668,5386
2131.66,25.54,2.619,5271
2131.81,26.97,2.59,5174
2131.96,28.34,2.57,5094
2132.11,27.83,2.556,5003
2132.27,25.58,2.555,4904
2132.42,23.27,2.56,4820
2132.57,22.73,2.558,4762
2132.72,23.17,2.531,4716
2132.88,23.15,2.512,4705
2133.03,22.53,2.526,4727
